collection_id,collection_name,_id,title,origin_title,english_title,slug,overview,runtime,release_date,year,publish,thumbnail_path,banner_path,type,status
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,x38xwCpKj1zC,Buổi Hẹn Hò Kinh Hoàng,Drop,Drop,drop,"A widowed mother's first date in years takes a terrifying turn when she's bombarded with anonymous threatening messages on her phone during their upscale dinner, leaving her questioning if her charming date is behind the harassment.",95,2025-04-17,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dS2S5lpfgRIRQOb7LDCjNsQqKjp.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,OK2dgOzuuA8w,Mật Vụ Phụ Hồ,A Working Man,A Working Man,a-working-man,"Levon Cade left his profession behind to work construction and be a good dad to his daughter. But when a local girl vanishes, he's asked to return to the skills that made him a mythic figure in the shadowy world of counter-terrorism.",116,2025-03-27,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,eBN-mhsV1Xkt,Harry Potter và Hòn Đá Phù Thủy,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",152,2001-11-29,2001,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,qoZAMie-kmRm,Havoc: Tàn Phá,Havoc,Havoc,havoc,"After a drug deal gone wrong, a bruised detective must fight his way through the criminal underworld to rescue a politician's estranged son, unraveling a deep web of corruption and conspiracy that ensnares his entire city.",107,2025-04-25,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,0qFaDGhnOVmy,Captain America: Thế Giới Mới,Captain America: Brave New World,Captain America: Brave New World,captain-america-brave-new-world,"Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",118,2025-02-13,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,qw9pdEyMctWP,Harry Potter và Phòng Chứa Bí Mật,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage.",161,2002-11-28,2002,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,XA04yb0ZIBcN,Cái Chết của Con Kỳ Lân,Death of a Unicorn,Death of a Unicorn,death-of-a-unicorn,"A father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat, where his billionaire boss seeks to exploit the creature's miraculous curative properties.",107,2025-04-10,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lXR32JepFwD1UHkplWqtBP1K79z.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,ZXqomoYYzaYC,Harry Potter và Chiếc Cốc Lửa,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,harry-potter-and-the-goblet-of-fire,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",157,2005-12-01,2005,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,movie,updating
7UDKECpSuwW0,Top 10 phim lẻ hôm nay,zOZneIkSlIcD,Harry Potter và Tù Nhân Ngục Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,harry-potter-and-the-prisoner-of-azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",144,2004-06-10,2004,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,movie,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,RrwElwt4F60H,Phù Thủy Tồi Tệ,The Worst Witch,The Worst Witch,the-worst-witch,Mildred lives an ordinary life until the day that Maud Spellbody crashes her broomstick into their balcony. Maud then introduces Mildred to Cackle's Academy--a school for young witches set high on a mountaintop.,30,2017-07-21,2017,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fLhJKgPKeBsQaSe0i7VOnRQl37r.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,B4VcoYC7CsTt,Phineas và Ferb,Phineas and Ferb,Phineas and Ferb,phineas-and-ferb,"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",15,2010-09-14,2010,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oSLwJMOOQGAsyJNMi4Y3MO44iAJ.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,ZWbPZ3ZCiXX3,Điệp Viên Siêu Hạng,Totally Spies!,Totally Spies!,totally-spies!,"A trio of boy-crazy, fashionista teen girls from Beverly Hills balance their personal and school lives with their work as super-spies.",22,2001-11-03,2001,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/zSu4xj0WKh9W6V2QQl3qPBKMaoI.jpg,tvshow,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,oWE32i4wjKUH,Plankton: Bản Điện Ảnh,Plankton: The Movie,Plankton: The Movie,plankton-the-movie,"When Karen the Computer decides to take over the world, it's up to Plankton to stop her - with a little help from SpongeBob and the Gal Pals (Pearl, Sandy, and Mrs. Puff).",87,2025-03-07,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,movie,updating
S3GEdwVngJNa,Phim Thiếu Nhi mà Người Lớn Vẫn Thích Cày,hPOVSV91XSt0,Thế Giới Kì Diệu của Gumball,The Amazing World of Gumball,The Amazing World of Gumball,the-amazing-world-of-gumball,The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.,11,2025-04-17,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/VYnnyA2hyxi3VUPgCA71mMtt69.jpg,tvshow,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,Ds7vWn5bayYD,Bộ Tứ Siêu Đẳng: Bước Đi Đầu Tiên,The Fantastic Four: First Steps,The Fantastic Four: First Steps,the-fantastic-four-first-steps,"Forced to balance their roles as heroes with the strength of their family bond, the Fantastic Four must defend Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",11,2025-07-24,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/x26MtUlwtWD26d0G0FXcppxCJio.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,K67HjyqgPZy4,Superman,Superman,Superman,superman,"Follows the titular superhero as he reconciles his heritage with his human upbringing. He is the embodiment of truth, justice and the human way in a world that views this as old-fashioned.",134,2025-07-10,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wPLysNDLffQLOVebZQCbXJEv6E6.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,pqlyBpMCtZJc,Thế Giới Khủng Long: Tái Sinh,Jurassic World Rebirth,Jurassic World Rebirth,jurassic-world-rebirth,"Five years post-Jurassic World Dominion, an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",134,2025-07-03,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/3wCFTfLYxYtq5QIbQolkq7GJGxZ.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,aKx6XelTIjYF,M3GAN 2.0,M3GAN 2.0,M3GAN 2.0,m3gan-2.0,"Two years after M3GAN's rampage, her creator, Gemma, resorts to resurrecting her infamous creation in order to take down Amelia, the military-grade weapon who was built by a defense contractor who stole M3GAN's underlying tech.",125,2025-06-26,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aSwkKsFMbalxXkKMhODVrHmXWz2.jpg,movie,updating
bUK6tNguaiG9,Phim Sắp Tới Trên Rổ,AZHWmGf_EHOW,Bí Kíp Luyện Rồng,"How to Train Your Dragon",How to Train Your Dragon,"how-to-train-your-dragon","As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.",125,2025-06-12,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,movie,updating
ZkYRU6E3aBA7,Điển Ảnh Hồng Kông ở Chỗ Này Này,0txvbHLUrM6d,Hội Tam Hoàng 3,紮職3,The Unwervering Brotherhood 3,the-unwervering-brotherhood-3,"Torn between loyalty to his crime boss and friendship, a young gangster faces a harrowing choice that could shatter his life irrevocably.",94,2024-08-29,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nwW5GkkVbbKQO1XiBMRd1s6usvi.jpg,movie,updating
ZkYRU6E3aBA7,Điển Ảnh Hồng Kông ở Chỗ Này Này,PZT28qmb4gPk,"Kẻ Tám Lạng, Người Nửa Tấn",Money Games,Money Games,money-games,"After successfully leading his team to crack a major fraud case, the leader of the Anti-Fraud Society, Zeng Miao Zhu, uncovers an even larger conspiracy lurking in the shadows. He then assigns elite members Lam, Arrow, Big Mouth, and Ba Jie to infiltrate the money game controlled by Tang Gang. Their mission is to become the spokespersons for the project, quickly attracting a large influx of funds while simultaneously collecting evidence of criminal activity. However, after Tang Gang reaps enormous profits, the plan takes a sudden turn. Arrow is promoted by Tang Gang to become the spokesperson for a new wave of fraudulent schemes, leading to suspicion and internal conflict within the Anti-Fraud Society. Moreover, the society accidentally discovers that an even more powerful hand is manipulating everything behind the money game. As their investigation deepens, they gradually uncover a horrifying murder case that occurred in China 20 years ago. This long-buried case not only involves local elites but is also intricately linked to the current financial fraud network, plunging the entire Anti-Fraud Society into even greater danger and challenges.",100,2025-01-29,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/66ZZuLaf7gMSuAIjv4kz0dgDgcF.jpg,movie,updating
ZkYRU6E3aBA7,Điển Ảnh Hồng Kông ở Chỗ Này Này,NXMAwEAfaKHM,Móc Câu,Greta,Greta,greta,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,98,2019-02-28,2019,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/9hBpFyJ3pGdupXbaC2L7nGvLMBn.jpg,movie,updating
ZkYRU6E3aBA7,Điển Ảnh Hồng Kông ở Chỗ Này Này,-S11MYyPRYQP,Bao La Vùng Trời,Chung seung wan siu,Triumph in the Skies,triumph-in-the-skies,"Feature film adaptation of the the TV series, ""Triumph in the Skies.""",100,2015-02-19,2015,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/xIIsnEqiF61Nh6aDQqwP62spqIo.jpg,movie,updating
ZkYRU6E3aBA7,Điển Ảnh Hồng Kông ở Chỗ Này Này,ih5rSeHgcDTs,Cơn Bão Tiền Ảo,Crypto Storm,Crypto Storm,crypto-storm,"Lok, Chief Investigation Director of ICAC, probe a bank exec's crypto market manipulation. Discovering the bank's ruin and a kidnapping ransom in crypto, Lok suspects a deeper conspiracy and vows to catch the mastermind.",101,2025-01-25,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/7b7LRWmf6G6Tb8a9sj3WVmNCfsO.jpg,movie,updating
tYJYP56cAL0q,"Tôi Sợ Con Người Em rồi Đó, nhưng KHồng Bằng Sợ Ma",Pz8oPkS8P4GH,100 Điều Tôi Sẽ Làm Trước Khi Trở Thành Zombie,Zon 100: Zonbi ni naru made ni shitai 100 no koto,Zom 100: Bucket List of the Dead,zom-100-bucket-list-of-the-dead,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive.",128,2023-08-03,2023,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hV5S6D56BPZ27FSaVEojkvViS3N.jpg,movie,updating
tYJYP56cAL0q,"Tôi Sợ Con Người Em rồi Đó, nhưng KHồng Bằng Sợ Ma",3cKqzHFWLzlL,Liêu Trai Cực Đạo Thiên Sư,聊斋之极道天师,Ghost Stories of Extreme Taoist,ghost-stories-of-extreme-taoist,"In the process of rushing for the exam, Ning Cai Chen met six gangsters, grandma’s subordinate Xiao Ying, and two masters Yi Xin and Fa Shan. The six gangsters followed all the way to get a letter from Master Yi Xin. Master Yi Xin found that Xiao Ying was a demon, and wanted to subdue Xiao Ying, but he missed the opportunity again and again when Ning Cai Chen blocked him. Ning Cai Chen always felt that Xiao Ying was the Xiao Qian he had seen before. Along the way, Ning Cai Chen tried his best to help Xiao Ying escape from Master Yi Xin. Xiao Ying didn't understand why Ning Cai Chen kept helping her.",78,2020-01-03,2020,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/f9glhMxpIA789fjvMOmKxXSJaRH.jpg,movie,updating
tYJYP56cAL0q,"Tôi Sợ Con Người Em rồi Đó, nhưng KHồng Bằng Sợ Ma",swcYDWtyLfUt,Trường Xà Tiên,Mutant Python,Mutant Python,mutant-python,Secluded mountain village in northern Fujian is in a state of panic. On the wedding day of Dong Wen Hui and Qian Xiu Chen father of the groom was tragically swallowed by a python.,75,2021-05-02,2021,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mSvq1CKfUOCab6BEN3LSrGuO0oP.jpg,movie,updating
tYJYP56cAL0q,"Tôi Sợ Con Người Em rồi Đó, nhưng KHồng Bằng Sợ Ma",Op5MghEs9nV5,Lạc Vào Ác Mộng,Get Away,Get Away,get-away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.,86,2024-12-06,2024,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ser6ZCKHMXhQISKULYCxz6Saf3I.jpg,movie,updating
MPCCn6GC8oa5,Yêu Kiểu Mỹ,D9XfVAquCHeK,Trợ Lý Thời Trang,Personal Shopper,Personal Shopper,personal-shopper,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,105,2017-04-13,2017,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/cdm6qZgmbaIwjKBZnUSGWS4eyM2.jpg,movie,updating
MPCCn6GC8oa5,Yêu Kiểu Mỹ,wtLMw2R1TnDU,Yêu Nhầm Bạn Thân,Friends with Benefits,Friends with Benefits,friends-with-benefits,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",109,2011-07-22,2011,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nKhhDFCdzxeJ3GUunQ570LDpUkz.jpg,movie,updating
MPCCn6GC8oa5,Yêu Kiểu Mỹ,rZEa_T8U-RyM,Kế Hoạch Cướp Dâu,The Wedding Guest,The Wedding Guest,the-wedding-guest,A story centered on a mysterious British Muslim man (Dev Patel) on his journey across Pakistan and India.,96,2019-03-08,2019,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sm3PCprf2qrF90OD5vN4iPablMM.jpg,movie,updating
MPCCn6GC8oa5,Yêu Kiểu Mỹ,q8Fy36WNhTuX,Tiệc Độc Thân Nhớ Đời,Rough Night,Rough Night,rough-night,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,101,2017-06-15,2017,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ttC00xcQ5UIO04kU8y0h5OAIYYJ.jpg,movie,updating
MPCCn6GC8oa5,Yêu Kiểu Mỹ,F49yCOavIUrC,Nhật Ký Tiểu Thư Jones,Bridget Jones's Diary,Bridget Jones's Diary,bridget-joness-diary,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,97,2001-07-26,2001,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dkauRl9TosBFikftrC3OVcKWDoz.jpg,movie,updating
1u1KtMPAFON1,Xoắn Não Như Lakorn Thái,qlQencBk68Ek,Thỏ Ngọc Nơi Cung Trăng,บนพระจันทร์มีกระต่าย,Rabbit on the Moon,rabbit-on-the-moon,Jira is a twenty-nine-year-old bar host not a career he'd have envisioned for himself. Twenty-eight-year-old Phugh is a real estate agent from a wealthy family.,52,2025-04-07,2025,TRUE,empty,https://i.mydramalist.com/5vP370_4f.jpg,tvshow,updating
1u1KtMPAFON1,Xoắn Não Như Lakorn Thái,z-n132gATq87,Khi Mặt Trời Lặn Cũng Là Lúc Các Vì Sao Xuất Hiện,เมื่อตะวันลับฟ้า ก็จะเป็นเวลาของดวงดาว,Until the Sun Meets the Star,until-the-sun-meets-the-star,"After losing their father, sisters Napdao and Namfah face hardships with their uncle. While Napdao supports her sister, others deal with family drama, unaware their paths will cross with Ratri, Napdao's imprisoned mother seeking revenge.",58,2025-03-25,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/cEGATAeH19QKbT1Nm4KesROUhWA.jpg,tvshow,updating
1u1KtMPAFON1,Xoắn Não Như Lakorn Thái,SsB42wco_w_f,Sao Anh Bảo Không Thích Trẻ Con,ไหนเฮียบอกไม่ชอบเด็ก,My Stubborn,my-stubborn,"Prankster teen Juin torments orderly Sorn with endless mischief. When an unexpected encounter brings them together, their antagonistic relationship shifts as Sorn's feelings begin to change.",53,2025-04-20,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mhd7n7Khq8NvclYAgZmJ4uAJifW.jpg,tvshow,updating
1u1KtMPAFON1,Xoắn Não Như Lakorn Thái,xliK0nGlNiLS,Lời Thề Nguyện Ánh Trăng,กัษธิษฐาน,I'm Your Moon,im-your-moon,"By the Buddhist year 2564 (2021), a new era has dawned when they fall back into one another's orbits. Katsakorn and Athitthan happen to meet and love blossoms in their hearts once more. The path to love, however, is never easy. The two must join hands to fight for it. Even without the veil of tradition barring them, the treacherous tale from the past still has a hold on their present.",43,2025-03-16,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jPiSPYaWJyPPQKTkyhRuOEmoTa0.jpg,tvshow,updating
1u1KtMPAFON1,Xoắn Não Như Lakorn Thái,grH6-3rT_Iyw,"Khai Giảng, Trái Tim Học Cách Yêu",เปิดเทอมใหม่ หัวใจหัดรัก,Boys in Love,boys-in-love,"This semester, studious Shane is tasked with tutoring flirtatious Kit. Meanwhile, just when Kim is ready to give up on love, new kid Mon arrives and it's love at first sight.",46,2025-04-20,2025,TRUE,empty,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fNQTlxzGq6iwenWKK89qBENFrzi.jpg,tvshow,updating